IS_dropout,IS_exp_kernel,IS_gen_fill,IS_gen_hidden_dim,IS_gen_neck,IS_layer_norm,IS_normalize,IS_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,4.0,1.0,19.0,medium,group,0.0,replicate,256.0,0.0035565305114854,946397.0,68318.78748703003,0.0209216165540055
0.0,4.0,0.0,16.0,medium,none,0.0,replicate,128.0,0.0011959391661678,78221.0,47142.47108268738,0.0822028407055768
0.0,3.0,0.0,16.0,medium,instance,0.0,replicate,128.0,0.000113646291012,9367724.0,40831.50859260559,0.1428534777587629
0.0,4.0,0.0,29.0,narrow,instance,0.0,replicate,256.0,0.0024704247326608,1554562.0,37922.82919692993,0.4774588785949163
0.0,4.0,0.0,26.0,medium,instance,0.0,replicate,32.0,0.004376918413091,33640258.0,25674.182342529297,0.5473937964998186
0.0,3.0,0.0,33.0,medium,instance,0.0,zeros,32.0,0.0097938539424807,146902604.0,23788.89835739136,0.6082681835396215
0.0,3.0,0.0,25.0,medium,instance,0.0,zeros,64.0,0.0096261453296374,44677265.0,23802.412267684937,0.652466757572256
0.0,3.0,0.0,34.0,medium,instance,0.0,zeros,32.0,0.0044699649485111,72461671.0,20317.69913673401,0.6453445022925735
0.0,4.0,0.0,26.0,medium,instance,0.0,zeros,64.0,0.0054242336849365,50861946.0,21317.072395324707,0.5994459826033562
0.0,4.0,0.0,25.0,medium,none,0.0,zeros,64.0,0.0015920124173274,3935359.0,19397.51407623291,0.7041858579032123
0.0,4.0,0.0,13.0,medium,none,0.0,zeros,64.0,0.000814868806863,1404522.0,23876.39788722992,0.6988102947361767
0.0,4.0,0.0,27.0,medium,instance,0.0,zeros,64.0,0.0050994294701463,22270996.0,22604.789991378784,0.607807117397897
0.0,4.0,0.0,25.0,medium,instance,0.0,zeros,64.0,0.0023072746869364,42655098.0,19424.197275161743,0.6586184050393058
0.0,4.0,0.0,16.0,medium,group,0.0,zeros,64.0,0.0057418564811738,2833351.0,31104.91662025452,0.6151746275136247
0.0,4.0,0.0,18.0,medium,group,0.0,zeros,32.0,0.0030434904686962,30563760.0,18097.17289352417,0.6738188865128905
0.0,4.0,0.0,14.0,medium,group,0.0,zeros,32.0,0.0040257946564444,19062593.0,27156.466643333435,0.4738926864811219
0.0,4.0,0.0,19.0,medium,group,0.0,zeros,32.0,0.001254856825176,630354.0,23327.15224838257,0.6712179258465767
0.0,4.0,0.0,31.0,medium,group,0.0,replicate,32.0,0.0072773085220017,101979887.0,20098.29931926728,0.6205354033736512
0.0,4.0,0.0,20.0,narrow,none,0.0,zeros,64.0,0.0049864021274136,31093935.0,24516.664340019222,0.5656131884315982
0.0,4.0,0.0,20.0,narrow,none,0.0,zeros,64.0,0.0042481878713558,22838020.0,23393.642990112305,0.6073502417420968
0.0,4.0,0.0,15.0,narrow,none,0.0,zeros,64.0,0.0077462157840445,52637594.0,28714.25931119919,0.569173225783743
0.0,4.0,0.0,25.0,medium,instance,0.0,zeros,64.0,0.0024386708386589,42386102.0,25717.319791793823,0.5560403481358662
0.0,4.0,0.0,23.0,medium,instance,0.0,zeros,64.0,0.0046905758248129,39134011.0,24484.324308395386,0.5305052153998986
0.0,4.0,0.0,27.0,wide,none,0.0,replicate,32.0,0.0028712666238875,39261564.0,21719.413046836853,0.6688975640572608
0.0,3.0,0.0,17.0,medium,instance,0.0,zeros,32.0,0.0082328439107214,28689642.0,27088.052925109863,0.6265759789384902
0.0,3.0,0.0,30.0,medium,instance,0.0,zeros,32.0,0.0060952404985429,121314221.0,22821.20369720459,0.6676370745990425
0.0,4.0,0.0,10.0,medium,group,0.0,replicate,32.0,0.0017483094744907,484841.0,18334.72447824478,0.696248158114031
0.0,3.0,0.0,31.0,medium,instance,0.0,zeros,32.0,0.0059898561345946,127113317.0,24043.562622070312,0.6193324603373185
0.0,3.0,0.0,30.0,medium,instance,0.0,zeros,32.0,0.0056716444765853,104206130.0,23214.31520843506,0.6426875027827919
0.0,3.0,0.0,26.0,medium,instance,0.0,zeros,32.0,0.0038742362968904,49665863.0,20271.562158584595,0.6053796317719389
0.0,4.0,0.0,29.0,medium,instance,0.0,zeros,32.0,0.0068902428921302,28126827.0,27192.026153564453,0.5158959671389312
0.0,4.0,0.0,23.0,narrow,none,0.0,zeros,64.0,0.0032496245988991,68762925.0,17199.13974094391,0.6765283204149455
0.0,4.0,0.0,26.0,medium,instance,0.0,zeros,64.0,0.0029216076670786,85214813.0,19968.63784790039,0.5933299669413827
0.0,4.0,0.0,21.0,medium,group,0.0,zeros,64.0,0.0055204110437388,44868903.0,27886.50973701477,0.6125991764711216
0.0,4.0,0.0,20.0,narrow,none,0.0,zeros,64.0,0.0029064186407257,18806041.0,28979.50028610229,0.7012285015080124
0.0,4.0,0.0,21.0,medium,none,0.0,replicate,32.0,0.0020043532605892,37313994.0,21686.26051902771,0.6025267983786762
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0023000640872618,35322208.0,21007.12054300308,0.6789906596532091
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0023635858531151,33025598.0,23480.205753326416,0.67422343371436
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0023670720893907,35030617.0,31199.935546875,0.6311536829452962
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0023654483053447,38721458.0,24203.34413433075,0.6612585830735043
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0023538743357321,33532705.0,24774.915985107426,0.6699655011761934
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0021968444578943,39570662.0,19477.03226661682,0.6413850022945553
0.0,4.0,0.0,26.0,medium,none,0.0,zeros,64.0,0.0021932276649913,26349003.0,27541.216534614563,0.6811988659901544
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.002009741233232,41759536.0,24444.979269981384,0.6429962182883173
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0016289917118913,35756208.0,16779.1427192688,0.6904497335199267
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0015217814073683,35578364.0,18764.00769519806,0.6558324965881184
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0017881730715836,41093369.0,18198.172397851944,0.644123422447592
0.0,4.0,0.0,29.0,medium,none,0.0,zeros,64.0,0.0013025882320238,48661420.0,19257.16355895996,0.6298667477676645
0.0,4.0,0.0,29.0,medium,none,0.0,zeros,64.0,0.0013740407720629,40866172.0,23571.35214614868,0.6814718791283667
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0011165848835084,31455208.0,23339.6017112732,0.6650265040807426
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0008860410657458,23194377.0,25152.391936302185,0.6474408288486302
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0008654029999044,42360590.0,21341.68442344665,0.7027920978143811
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0007719716780695,24535284.0,23578.201701641083,0.700094398111105
0.0,4.0,0.0,28.0,medium,none,0.0,zeros,64.0,0.0008575461958011,41369027.0,23604.651569485664,0.6734134359285235
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0010087330544873,18540995.0,22284.2675523758,0.637808975763619
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0009431381014416,23884163.0,21891.38516521454,0.6740273432806134
0.0,4.0,0.0,30.0,medium,none,0.0,zeros,64.0,0.0008596235762815,27649816.0,22260.761385917664,0.6904519817326218
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0008502994455647,27217750.0,23067.25283765793,0.6822431853506714
0.0,4.0,0.0,30.0,medium,none,0.0,zeros,64.0,0.0006108422141126,27968627.0,19815.76041507721,0.7020576223731041
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0007755935320806,20758248.0,18992.235036849976,0.6642456750851125
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0010144802727826,17181477.0,29924.803364753723,0.6303953123278916
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0004779122543249,17831551.0,23648.035453796387,0.7044017864391208
0.0,4.0,0.0,26.0,medium,none,0.0,zeros,64.0,0.0005385392483021,15910119.0,22679.984413027763,0.6880479211686179
0.0,4.0,0.0,26.0,medium,none,0.0,zeros,64.0,0.0004444663058508,17601895.0,16340.239914894104,0.7149914847686887
0.0,4.0,0.0,30.0,medium,none,0.0,zeros,64.0,0.0007764276587482,18477495.0,29817.483938217163,0.6965324962511659
0.0,4.0,0.0,27.0,medium,none,0.0,zeros,64.0,0.0009082300538354,26784776.0,25031.38911676407,0.6155777190579101
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0010607187520043,19174801.0,19932.136353373528,0.6626589932711795
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0010163816887691,14144668.0,17987.861397743225,0.678819794789888
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.001184560038529,14945516.0,29965.60809326172,0.571452766074799
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0012532014711701,11907070.0,19085.100422859192,0.6291803313652053
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0003697959416879,12460723.0,20608.78560447693,0.7080583898350596
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0003705425146028,13937876.0,18541.65402889252,0.6600507965777069
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0004808540188668,12859547.0,17651.987424850464,0.6657528134528548
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0003468080925126,9906795.0,26543.00276374817,0.705971120391041
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.000289754762937,9906795.0,16210.621752500534,0.7060815179720521
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0003300136024116,13016171.0,26352.560606002808,0.7023219119291753
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0003819630519091,14515995.0,24851.783161640167,0.6913951409514993
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0003496883811325,13685706.0,18111.2760682106,0.7255328295286745
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0003756871971109,8156689.0,21774.876831054688,0.7131648377981037
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0002271268404871,14750125.0,18363.819717407227,0.7151498650200665
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0003959427018503,9019215.0,18660.200489997864,0.7232819339260459
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0002962399680701,20205263.0,12841.695001602173,0.7097175540402532
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0003407770482287,10603710.0,25768.204020261765,0.6410301098367199
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0003483398490803,7182871.0,15588.092953681946,0.6889720007311553
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0003412703521871,7062440.0,23308.00482940674,0.6801540888845921
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0003546411798515,12228815.0,19853.350111961365,0.7097234784159809
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0004451422186636,22679451.0,25712.85574913025,0.6951741827651858
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0003078650859347,7528262.0,19991.58890151977,0.690865236101672
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0002944439822887,5776053.0,24026.087963104248,0.7043525180779397
0.0,4.0,0.0,30.0,medium,none,0.0,zeros,64.0,0.0004183276669688,12707094.0,16389.915384292603,0.6821132509503514
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0004877860304378,13598303.0,19933.922059059143,0.5970213182736188
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0003125474695374,6891556.0,21738.20866394043,0.6219411527272314
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0002511480403993,7264229.0,24324.61710357666,0.7023315608967096
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0003666403609008,9468031.0,21462.10093593597,0.7006365817505866
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0003899502686705,24043726.0,21495.04094696045,0.7108806313481182
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0004393815823367,24427405.0,19568.93914413452,0.6905954864341766
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0003158464326929,17727764.0,19705.614773631096,0.7016963271889836
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0003824182600916,18093750.0,15530.87658405304,0.7191924650687724
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.0002774548026027,9181442.0,26285.663692474365,0.7006963540334255
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0003697601349357,11525432.0,24273.70868587494,0.7153467661701143
0.0,4.0,0.0,30.0,medium,none,0.0,zeros,64.0,0.0004892852319206,12756947.0,23884.08407688141,0.6955731683410704
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0006209833344227,7834729.0,24908.85833930969,0.5520321774529293
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0004175304355492,10030730.0,16989.184770584106,0.704061282100156
0.0,4.0,0.0,32.0,wide,none,0.0,zeros,64.0,0.0003162990771797,12829005.0,15814.496172904968,0.6890683630481362
0.0,4.0,0.0,29.0,medium,none,0.0,zeros,64.0,0.000354902710864,13954738.0,18156.153460741043,0.7091000832151622
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0004689799190866,18303097.0,28496.2957572937,0.6683445535600185
0.0,4.0,0.0,33.0,medium,none,0.0,zeros,64.0,0.000383831457278,19627976.0,22821.57174909115,0.7031213380396366
0.0,4.0,0.0,34.0,medium,none,0.0,zeros,64.0,0.0003589094670396,27642034.0,20813.15996265412,0.7078316782135516
0.0,4.0,0.0,32.0,medium,none,0.0,zeros,64.0,0.0003180104194516,21428065.0,26756.25889706612,0.6834969043266028
0.0,4.0,0.0,31.0,medium,none,0.0,zeros,64.0,0.0009313757252924294,7564323.0,18059.940007448196,0.6846038938965648
